cliente_id,probabilidad,nivel_riesgo,motivo_principal,top_3_motivos,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents
6257-RJOHI,0.28274791761630724,MEDIO,Soporte técnico: no,Soporte técnico: no | Servicio de internet: fibra óptica | Antigüedad,Month-to-month,DSL,Mailed check,4,50.8,202.3,0,No,No
8930-XOTDP,0.2824335797180863,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Cargo acumulado,Month-to-month,DSL,Mailed check,18,55.95,1082.8,0,Yes,Yes
2195-VVRJF,0.2818882413174593,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Tipo de contrato: mes a mes,Month-to-month,DSL,Credit card (automatic),18,59.1,1011.05,1,Yes,No
5027-YOCXN,0.28185123220935926,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),51,110.05,5686.4,0,Yes,Yes
9544-PYPSJ,0.28081659283319105,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),62,96.1,6019.35,1,Yes,Yes
7629-WIXZF,0.28070578570476623,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo mensual | Seguridad en línea: no,One year,DSL,Electronic check,7,59.1,369.25,0,No,No
2001-MCUUW,0.2790868542873156,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,Fiber optic,Electronic check,46,108.65,4903.2,0,No,No
5966-EMAZU,0.27905527115203754,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,Fiber optic,Mailed check,64,108.5,6880.85,0,Yes,No
2995-UPRYS,0.2787609868015807,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Antigüedad,One year,Fiber optic,Credit card (automatic),40,99.2,4062.2,1,Yes,No
8495-PRWFH,0.27867727443443885,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,42,55.65,2421.75,1,No,No
7398-LXGYX,0.2782038860080842,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),44,84.8,3626.35,0,Yes,No
8849-GYOKR,0.2779605907298622,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Bank transfer (automatic),54,106.55,5763.3,0,Yes,No
9128-CPXKI,0.27581577251795975,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Electronic check,59,95.8,5655.45,0,No,No
6383-ZTSIW,0.2741704021178793,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Mailed check,39,99.1,3877.95,1,Yes,No
2522-AHJXR,0.2739104393590253,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Seguridad en línea: no,Month-to-month,Fiber optic,Bank transfer (automatic),60,109.45,6572.85,0,Yes,No
1444-VVSGW,0.27335337407145854,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),70,115.65,7968.85,0,Yes,No
2700-LUEVA,0.2729317847539313,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Método de pago: tarjeta de crédito automática,Month-to-month,No,Credit card (automatic),1,20.75,20.75,0,No,No
8623-ULFNQ,0.2724776594494818,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,DSL,Electronic check,26,66.05,1652.4,1,No,No
0048-LUMLS,0.2714589079640967,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),37,91.2,3247.55,0,Yes,Yes
3179-GBRWV,0.2702554620483586,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Seguridad en línea: no,Month-to-month,DSL,Bank transfer (automatic),21,64.95,1339.8,1,Yes,No
1470-PSXNM,0.269835678791775,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,49,93.65,4520.15,0,Yes,Yes
7854-EKTJL,0.267038593137831,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Soporte técnico: no | Servicio de internet: fibra óptica,Month-to-month,No,Electronic check,2,19.6,35.85,0,No,Yes
9143-CANJF,0.2669504738735637,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,24,55.15,1319.85,0,Yes,Yes
5921-NGYRH,0.26642517867352167,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Mailed check,64,73.55,4764.0,0,Yes,No
0733-VUNUW,0.26566514067259234,MEDIO,Cargo acumulado,Cargo acumulado | Servicio de internet: fibra óptica | Tipo de contrato: mes a mes,Month-to-month,DSL,Bank transfer (automatic),24,55.65,1400.55,0,No,No
9909-DFRJA,0.2652169738483663,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,One year,Fiber optic,Bank transfer (automatic),26,95.85,2475.35,0,No,No
6946-LMSQS,0.26384877412959673,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: un año | Seguridad en línea: no,One year,Fiber optic,Electronic check,25,89.05,2177.45,1,Yes,No
4237-CLSMM,0.26379397106114844,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,Month-to-month,No,Mailed check,2,20.0,38.0,0,Yes,No
6258-NGCNG,0.2636656750609482,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,No,Mailed check,7,23.5,173.0,0,No,No
6473-ULUHT,0.2628126568763357,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Método de pago: cheque electrónico,Month-to-month,DSL,Electronic check,16,84.9,1398.25,0,Yes,Yes
6366-XIVKZ,0.26248909823793054,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Seguridad en línea: no | Cargo mensual,Month-to-month,DSL,Mailed check,13,63.15,816.8,0,Yes,Yes
6429-SHBCB,0.2619234564032879,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo acumulado | Cargo mensual,Month-to-month,DSL,Mailed check,19,69.6,1394.55,0,No,No
2165-VOEGB,0.26062372908378745,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),46,105.2,4822.85,0,No,Yes
5804-HYIEZ,0.25948743549301223,MEDIO,Antigüedad,Antigüedad | Seguridad en línea: no | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,70,106.05,7554.05,0,Yes,Yes
0719-SYFRB,0.2585043035858438,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Tipo de contrato: mes a mes,Month-to-month,DSL,Mailed check,12,61.65,713.75,0,No,No
3858-XHYJO,0.2573188860056352,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),40,105.75,4228.55,0,Yes,No
3173-NVMPX,0.25568192904966364,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Mailed check,9,55.3,501.2,0,Yes,Yes
1110-KYLGQ,0.25552815540453633,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Seguridad en línea: no,Month-to-month,Fiber optic,Credit card (automatic),63,108.25,6780.1,0,No,No
4627-MIHJH,0.2549055126116565,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Credit card (automatic),69,110.25,7467.55,1,No,No
3756-VNWDH,0.25478660768005534,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,65,100.75,6674.65,1,Yes,No
5360-LJCNJ,0.2547293905730065,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Bank transfer (automatic),71,105.15,7555.0,0,Yes,No
5951-AOFIH,0.25466359362636926,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo mensual,Month-to-month,DSL,Credit card (automatic),33,66.4,2245.4,0,No,No
9633-DENPU,0.25450951787834897,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo mensual,Month-to-month,DSL,Bank transfer (automatic),47,58.6,2723.4,0,Yes,No
4075-JFPGR,0.2537920094990493,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,51,93.5,4619.55,0,Yes,No
9364-YKUVW,0.25333935703378574,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,Month-to-month,No,Mailed check,15,19.8,309.4,0,No,No
7233-IOQNP,0.2508613102977324,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,DSL,Bank transfer (automatic),43,34.0,1505.35,0,Yes,No
4226-KKDON,0.250832566810811,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Electronic check,8,66.65,520.95,0,No,No
6198-PNNSZ,0.25052916707945155,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Bank transfer (automatic),56,109.8,6109.65,0,Yes,No
6421-SZVEM,0.25039001676709904,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: un año | Seguridad en línea: no,One year,Fiber optic,Bank transfer (automatic),28,82.85,2320.8,0,Yes,Yes
0516-OOHAR,0.2497971528098147,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),28,100.35,2799.0,0,Yes,Yes
4160-AMJTL,0.24963500307770878,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,No,Electronic check,8,19.65,164.3,1,No,No
8166-ORCHU,0.24935264560988746,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Electronic check,33,93.55,3055.5,1,Yes,No
8741-LQOBK,0.24861684975682521,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,DSL,Bank transfer (automatic),46,35.05,1620.25,0,Yes,Yes
5949-EBSQK,0.24840990000139196,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Soporte técnico: no,Month-to-month,DSL,Credit card (automatic),4,61.45,229.55,0,Yes,Yes
4016-BJKTZ,0.24785417148109373,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Servicio de internet: fibra óptica,Two year,Fiber optic,Electronic check,25,108.9,2809.05,0,No,No
5136-RGMZO,0.24711109249662636,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Servicio de internet: DSL,Month-to-month,DSL,Electronic check,31,71.05,2168.15,0,No,No
9089-UOWJG,0.2467463308950644,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Credit card (automatic),12,58.35,740.55,0,Yes,Yes
3567-PQTSO,0.24646770184252892,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: un año,One year,Fiber optic,Electronic check,53,105.25,5576.3,0,Yes,Yes
5857-XRECV,0.24639047297458205,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Antigüedad,One year,No,Bank transfer (automatic),2,20.5,38.25,0,No,Yes
5140-FOMCQ,0.24434763232310444,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),59,109.15,6557.75,0,Yes,No
4785-QRJHC,0.24179204530397286,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Soporte técnico: no,One year,DSL,Bank transfer (automatic),46,59.9,2816.65,1,Yes,No
1074-AMIOH,0.24128371250075692,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Soporte técnico: no,Month-to-month,Fiber optic,Bank transfer (automatic),53,108.25,5935.1,0,Yes,Yes
5186-EJEGL,0.24109990714757557,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Seguridad en línea: no,Month-to-month,DSL,Mailed check,9,69.5,653.25,0,No,No
1015-OWJKI,0.23977972742659492,MEDIO,Cargo mensual,Cargo mensual | Antigüedad | Seguridad en línea: no,Month-to-month,No,Mailed check,1,19.05,19.05,0,No,No
1530-ZTDOZ,0.2394966903407447,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Bank transfer (automatic),49,40.65,2070.75,0,Yes,No
2308-STERM,0.23903067009693232,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,No,Mailed check,2,19.4,61.05,0,No,No
9906-NHHVC,0.23892140203365267,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),65,53.5,3517.9,1,No,No
5949-HGVJL,0.23873797132844796,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Cargo acumulado,Month-to-month,DSL,Electronic check,26,73.05,1959.5,0,Yes,No
3442-ZHHCC,0.23796625689854609,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Credit card (automatic),68,76.9,5023.0,0,No,No
9402-ROUMJ,0.23793876031870803,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),67,100.25,6689.0,0,Yes,Yes
5438-QMDDL,0.23789166636190445,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Mailed check,19,59.8,1130.85,0,Yes,No
3680-CTHUH,0.2369300374996951,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Seguridad en línea: no,One year,Fiber optic,Credit card (automatic),60,116.6,7049.5,0,No,No
1936-CZAKF,0.23680477970881256,MEDIO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),49,49.65,2409.9,0,Yes,No
4753-PADAS,0.2359702256744045,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),67,105.7,6816.95,0,Yes,No
7669-LCRSD,0.23445376069102133,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Mailed check,12,56.3,628.65,0,Yes,Yes
3339-EAQNV,0.23234420814984025,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),72,97.25,7133.1,1,Yes,No
4819-HJPIW,0.23129206310825903,MEDIO,Antigüedad,Antigüedad | Método de pago: cheque electrónico | Cargo mensual,Month-to-month,DSL,Mailed check,18,25.15,476.8,0,No,No
0959-WHOKV,0.2312283680480695,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Electronic check,42,99.0,4298.45,0,No,No
9138-EFSMO,0.22926279509461,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: un año,One year,Fiber optic,Bank transfer (automatic),26,78.95,2034.25,0,Yes,Yes
3313-QKNKB,0.22762948999155877,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,59,85.55,5084.65,0,Yes,No
6284-KMNUF,0.22717745947173432,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Electronic check,56,98.0,5270.6,0,Yes,No
2432-TFSMK,0.22643843601781175,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: un año | Cargo acumulado,One year,Fiber optic,Credit card (automatic),18,89.6,1633.0,0,No,No
0076-LVEPS,0.22525036646446656,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,DSL,Mailed check,29,45.0,1242.45,0,No,Yes
9844-FELAJ,0.22502115551427063,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,70,107.9,7475.85,1,Yes,Yes
4377-VDHYI,0.22497490427952058,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,Fiber optic,Electronic check,32,90.8,3023.85,0,Yes,Yes
8089-UZWLX,0.22496794187428837,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Bank transfer (automatic),71,104.05,7413.55,1,No,No
2972-YDYUW,0.22451043120420353,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,57,94.7,5468.95,0,No,No
3325-FUYCG,0.22434604311347128,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Tipo de contrato: un año,One year,Fiber optic,Electronic check,28,106.1,2847.4,0,Yes,Yes
1265-HVPZB,0.22434261636954958,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Credit card (automatic),59,66.4,3958.2,0,Yes,No
2294-DMMUS,0.22425571808066522,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,DSL,Credit card (automatic),62,70.45,4300.45,0,Yes,Yes
6968-URWQU,0.22366503391645234,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,One year,DSL,Mailed check,43,56.35,2391.15,0,Yes,No
3096-WPXBT,0.22360259561527945,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Credit card (automatic),61,100.7,6018.65,0,Yes,Yes
8433-WPJTV,0.2219059745240089,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),65,103.9,6767.1,1,Yes,Yes
3523-QRQLL,0.2216753740663428,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo mensual,One year,DSL,Bank transfer (automatic),22,69.5,1498.2,0,Yes,Yes
3865-ZYKAD,0.22062549017347716,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Seguridad en línea: no,Month-to-month,Fiber optic,Credit card (automatic),69,84.9,5785.65,1,Yes,No
3675-EQOZA,0.21996017144912816,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Cargo mensual,Month-to-month,No,Bank transfer (automatic),5,20.65,93.55,0,No,No
4489-SNOJF,0.21794821895352898,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,35,72.25,2568.55,0,Yes,Yes
7130-CTCUS,0.21761880243317208,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Tipo de contrato: mes a mes,Month-to-month,DSL,Bank transfer (automatic),16,54.55,825.1,1,Yes,No
6184-DYUOB,0.21676787624173077,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Servicio de internet: fibra óptica | Soporte técnico: no,Month-to-month,No,Mailed check,3,19.6,55.25,0,Yes,No
4184-VODJZ,0.2167207823943154,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,Fiber optic,Electronic check,63,91.35,5764.7,0,Yes,Yes
6483-OATDN,0.2129779057147971,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Seguridad en línea: no | Método de pago: cheque electrónico,Month-to-month,DSL,Credit card (automatic),8,51.3,411.6,0,Yes,Yes
2212-LYASK,0.21234388099220547,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,One year,DSL,Credit card (automatic),27,45.85,1246.4,0,Yes,Yes
2091-MJTFX,0.21138001116519406,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,DSL,Credit card (automatic),30,51.2,1561.5,0,Yes,Yes
4332-MUOEZ,0.2104439009002841,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Tipo de contrato: un año,One year,Fiber optic,Credit card (automatic),20,94.3,1818.3,1,Yes,Yes
1852-XEMDW,0.2102702367014955,MEDIO,Cargo mensual,Cargo mensual | Servicio de internet: fibra óptica | Tipo de contrato: mes a mes,Month-to-month,DSL,Mailed check,22,65.05,1427.55,0,No,No
9107-UKCKY,0.20962869228784925,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Electronic check,61,79.8,4914.8,0,Yes,No
3413-CSSTH,0.20950240337502893,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Cargo mensual,Month-to-month,DSL,Bank transfer (automatic),41,55.7,2237.55,0,No,No
7666-WKRON,0.20699874027540766,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,Fiber optic,Electronic check,39,80.45,3201.55,0,No,No
6734-FQAJX,0.20633435902935204,MEDIO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,Fiber optic,Electronic check,67,105.05,7171.7,1,No,No
9972-VAFJJ,0.2057773390753522,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,53,94.0,4871.45,1,Yes,No
6993-YCOBK,0.20520602326521611,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Electronic check,60,110.6,6586.85,0,Yes,Yes
9115-YQHGA,0.20431419107054735,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,40,51.1,2092.9,0,No,No
7191-ADRGF,0.2025945533377751,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),44,54.3,2390.45,0,Yes,No
0997-YTLNY,0.20130972168032,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Cargo mensual,Month-to-month,DSL,Mailed check,19,48.8,953.65,0,No,Yes
2001-EWBQU,0.2005521083565644,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,Fiber optic,Electronic check,60,104.7,6333.8,0,No,No
1936-UAFEH,0.2004315854163656,MEDIO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,Fiber optic,Credit card (automatic),68,110.25,7279.35,0,No,No
2250-IVBWA,0.20034699284855131,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Seguridad en línea: no,Month-to-month,Fiber optic,Electronic check,64,81.05,5135.35,0,Yes,Yes
1492-QGCLU,0.1995740134068922,MEDIO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,DSL,Electronic check,53,85.7,4616.1,0,Yes,Yes
2087-QAREY,0.19914851018302238,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo mensual | Servicio de internet: DSL,Month-to-month,DSL,Mailed check,22,54.7,1178.75,0,Yes,No
9357-UJRUN,0.19866559417777452,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Método de pago: cheque electrónico | Servicio de internet: fibra óptica,One year,DSL,Electronic check,24,58.35,1346.9,0,Yes,No
0661-KBKPA,0.1974842194017012,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,DSL,Mailed check,53,78.75,3942.45,0,Yes,Yes
2758-RNWXS,0.1974646198306541,MEDIO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,Fiber optic,Electronic check,35,89.2,3251.3,0,No,No
3090-QFUVD,0.19688945760550897,MEDIO,Antigüedad,Antigüedad | Método de pago: tarjeta de crédito automática | Seguridad en línea: no,Month-to-month,No,Credit card (automatic),1,20.3,20.3,0,No,No
1346-PJWTK,0.19676009387397944,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),61,94.15,5731.85,0,Yes,No
9289-LBQVU,0.19667036413574618,MEDIO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,One year,DSL,Mailed check,64,70.15,4480.7,0,Yes,No
8819-ZBYNA,0.19630626923268055,MEDIO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,Fiber optic,Credit card (automatic),58,109.1,6393.65,0,Yes,No
7410-KTVFV,0.19629507100438406,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Cargo acumulado | Cargo mensual,Month-to-month,DSL,Mailed check,18,49.55,878.35,0,Yes,No
1629-DQQVB,0.19472948326124823,MEDIO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Método de pago: cheque electrónico,Month-to-month,DSL,Bank transfer (automatic),14,50.1,709.5,0,No,No
9480-BQJEI,0.19431769041407776,MEDIO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),62,92.3,5731.45,0,No,No
3181-MIZBN,0.19403341817010877,MEDIO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,No,Electronic check,16,19.75,313.4,0,Yes,Yes
